-225.95529174804688,-246.56381225585938,12.909288569474654,0.0,0.0,0.6887660950155706,0.7249836317855748
-241.98362731933594,112.00077819824219,0.4565320530062241,0.0,0.0,0.8149885517279805,0.5794770578308763
-230.39508056640625,338.7303161621094,0.0,0.0,0.0,0.8377858478300965,0.5459989681085547
-34.55247497558594,28.644039154052734,0.0,0.0,0.0,-0.5084779267774444,0.8610750245943218
-164.4053497314453,-430.9501647949219,0.0,0.0,0.0,-0.8645078668805274,0.502619287435013
-229.08021545410156,-246.3972930908203,12.909288569474654,0.0,0.0,0.6791441095859845,0.7340049580313884
-243.30902099609375,106.60133361816406,0.4565320530062241,0.0,0.0,0.8149885517279805,0.5794770578308763
-232.6163787841797,335.5101318359375,0.0,0.0,0.0,0.8377858478300965,0.5459989681085547
-30.18004608154297,28.14814567565918,0.0,0.0,0.0,-0.5084779267774444,0.8610750245943218
-163.6102294921875,-436.8503112792969,0.0,0.0,0.0,-0.8645078668805274,0.502619287435013
-222.3397674560547,-242.62242126464844,12.909288569474654,0.0,0.0,0.6370386624416478,0.7708318510249537
-236.4241943359375,107.37413787841797,0.4565320530062241,0.0,0.0,0.8149885517279805,0.5794770578308763
-226.7889862060547,338.75103759765625,0.0,0.0,0.0,0.8377858478300965,0.5459989681085547
-35.88652038574219,24.23221206665039,0.0,0.0,0.0,-0.5084779267774444,0.8610750245943218
-169.54986572265625,-433.5332946777344,0.0,0.0,0.0,-0.8645078668805274,0.502619287435013
